Year,Health Zone of Residence,Quarter,Month,Year/Month,Drug Type,Manner of Death,Sex,Frequency,"Rate per 100,000 population (annualized for quarterly data)",Percent,Living Situation,Place of event,Others present/aware,Opioids Stimulants Other
2010,Nova Scotia,All,,,Ethanol,Suicide,Total,4,0.4,,,,,
2010,Nova Scotia,Q1,,,Ethanol,All manners,Total,4,1.7,,,,,
2010,Nova Scotia,Q2,,,Ethanol,All manners,Total,5,2.1,,,,,
2010,Nova Scotia,Q3,,,Ethanol,All manners,Total,10,4.2,,,,,
2010,Nova Scotia,Q4,,,Ethanol,All manners,Total,10,4.2,,,,,
2010,Nova Scotia,All,,,Ethanol,All manners,Male,21,4.6,,,,,
2010,Nova Scotia,All,,,Ethanol,All manners,Female,8,1.7,,,,,
2010,Central,All,,,Total - all substances,All manners,Total,35,8.3,,,,,
2010,Eastern,All,,,Total - all substances,All manners,Total,18,10.7,,,,,
2010,Northern,All,,,Total - all substances,All manners,Total,15,9.8,,,,,
2010,Western,All,,,Total - all substances,All manners,Total,17,8.4,,,,,
2010,Nova Scotia,All,,,Total - all substances,All manners,Total,86,9.1,,,,,
2010,Nova Scotia,All,,,Total - all substances,Accident,Total,65,6.9,,,,,
2010,Nova Scotia,All,,,Total - all substances,Suicide,Total,19,2,,,,,
2010,Nova Scotia,Q1,,,Total - all substances,All manners,Total,20,8.5,,,,,
2010,Nova Scotia,Q2,,,Total - all substances,All manners,Total,15,6.4,,,,,
2010,Nova Scotia,Q3,,,Total - all substances,All manners,Total,25,10.6,,,,,
2010,Nova Scotia,Q4,,,Total - all substances,All manners,Total,26,11,,,,,
2010,Nova Scotia,All,,,Total - all substances,All manners,Male,62,13.4,,,,,
2010,Nova Scotia,All,,,Total - all substances,All manners,Female,24,5,,,,,
2010,Central,All,,,Nonpharmaceutical drug (any),All manners,Total,5,1.2,,,,,
2010,Eastern,All,,,Nonpharmaceutical drug (any),All manners,Total,1,0.6,,,,,
2010,Northern,All,,,Nonpharmaceutical drug (any),All manners,Total,0,0,,,,,
2010,Western,All,,,Nonpharmaceutical drug (any),All manners,Total,0,0,,,,,
2010,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Total,6,0.6,,,,,
2010,Nova Scotia,All,,,Nonpharmaceutical drug (any),Accident,Total,6,0.6,,,,,
2010,Nova Scotia,All,,,Nonpharmaceutical drug (any),Suicide,Total,0,0,,,,,
2010,Nova Scotia,Q1,,,Nonpharmaceutical drug (any),All manners,Total,0,0,,,,,
2010,Nova Scotia,Q2,,,Nonpharmaceutical drug (any),All manners,Total,0,0,,,,,
2010,Nova Scotia,Q3,,,Nonpharmaceutical drug (any),All manners,Total,1,0.4,,,,,
2010,Nova Scotia,Q4,,,Nonpharmaceutical drug (any),All manners,Total,5,2.1,,,,,
2010,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Male,6,1.3,,,,,
2010,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Female,0,0,,,,,
2011,Central,All,,,Opioid - total,All manners,Total,21,5,,,,,
2011,Eastern,All,,,Opioid - total,All manners,Total,17,10.2,,,,,
2011,Northern,All,,,Opioid - total,All manners,Total,11,7.2,,,,,
2011,Western,All,,,Opioid - total,All manners,Total,6,3,,,,,
2011,Nova Scotia,All,,,Opioid - total,All manners,Total,56,5.9,,,,,
2011,Nova Scotia,All,,,Opioid - total,Accident,Total,48,5.1,,,,,
2011,Nova Scotia,All,,,Opioid - total,Suicide,Total,7,0.7,,,,,
2011,Nova Scotia,Q1,,,Opioid - total,All manners,Total,14,5.9,,,,,
2011,Nova Scotia,Q2,,,Opioid - total,All manners,Total,16,6.8,,,,,
2011,Nova Scotia,Q3,,,Opioid - total,All manners,Total,10,4.2,,,,,
2011,Nova Scotia,Q4,,,Opioid - total,All manners,Total,16,6.8,,,,,
2011,Nova Scotia,All,,,Opioid - total,All manners,Male,38,8.2,,,,,
2011,Nova Scotia,All,,,Opioid - total,All manners,Female,18,3.7,,,,,
2011,Central,All,,,Opioid - pharmaceutical,All manners,Total,21,5,,,,,
2011,Eastern,All,,,Opioid - pharmaceutical,All manners,Total,16,9.6,,,,,
2011,Northern,All,,,Opioid - pharmaceutical,All manners,Total,11,7.2,,,,,
2011,Western,All,,,Opioid - pharmaceutical,All manners,Total,6,3,,,,,
2011,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Total,54,5.7,,,,,
2011,Nova Scotia,All,,,Opioid - pharmaceutical,Accident,Total,46,4.9,,,,,
2011,Nova Scotia,All,,,Opioid - pharmaceutical,Suicide,Total,7,0.7,,,,,
2011,Nova Scotia,Q1,,,Opioid - pharmaceutical,All manners,Total,14,5.9,,,,,
2011,Nova Scotia,Q2,,,Opioid - pharmaceutical,All manners,Total,16,6.8,,,,,
2011,Nova Scotia,Q3,,,Opioid - pharmaceutical,All manners,Total,9,3.8,,,,,
2011,Nova Scotia,Q4,,,Opioid - pharmaceutical,All manners,Total,15,6.4,,,,,
2011,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Male,37,8,,,,,
2011,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Female,17,3.5,,,,,
2011,Central,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Eastern,All,,,Opioid - nonpharmaceutical,All manners,Total,1,0.6,,,,,
2011,Northern,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Western,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Total,2,0.2,,,,,
2011,Nova Scotia,All,,,Opioid - nonpharmaceutical,Accident,Total,2,0.2,,,,,
2011,Nova Scotia,All,,,Opioid - nonpharmaceutical,Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q3,,,Opioid - nonpharmaceutical,All manners,Total,1,0.4,,,,,
2011,Nova Scotia,Q4,,,Opioid - nonpharmaceutical,All manners,Total,1,0.4,,,,,
2011,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Male,1,0.2,,,,,
2011,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Female,1,0.2,,,,,
2011,Central,All,,,Benzodiazepine - pharmaceutical,All manners,Total,14,3.3,,,,,
2011,Eastern,All,,,Benzodiazepine - pharmaceutical,All manners,Total,12,7.2,,,,,
2011,Northern,All,,,Benzodiazepine - pharmaceutical,All manners,Total,8,5.2,,,,,
2011,Western,All,,,Benzodiazepine - pharmaceutical,All manners,Total,3,1.5,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Total,38,4,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,Accident,Total,26,2.8,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,Suicide,Total,12,1.3,,,,,
2011,Nova Scotia,Q1,,,Benzodiazepine - pharmaceutical,All manners,Total,8,3.4,,,,,
2011,Nova Scotia,Q2,,,Benzodiazepine - pharmaceutical,All manners,Total,15,6.4,,,,,
2011,Nova Scotia,Q3,,,Benzodiazepine - pharmaceutical,All manners,Total,5,2.1,,,,,
2011,Nova Scotia,Q4,,,Benzodiazepine - pharmaceutical,All manners,Total,10,4.2,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Male,22,4.7,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Female,16,3.3,,,,,
2011,Central,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Eastern,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Northern,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Western,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,Accident,Total,0,0,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q3,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q4,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Male,0,0,,,,,
2011,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Female,0,0,,,,,
2011,Central,All,,,Z drug,All manners,Total,1,0.2,,,,,
2011,Eastern,All,,,Z drug,All manners,Total,0,0,,,,,
2011,Northern,All,,,Z drug,All manners,Total,0,0,,,,,
2011,Western,All,,,Z drug,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Z drug,All manners,Total,1,0.1,,,,,
2011,Nova Scotia,All,,,Z drug,Accident,Total,1,0.1,,,,,
2011,Nova Scotia,All,,,Z drug,Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Z drug,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Z drug,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q3,,,Z drug,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q4,,,Z drug,All manners,Total,1,0.4,,,,,
2011,Nova Scotia,All,,,Z drug,All manners,Male,0,0,,,,,
2011,Nova Scotia,All,,,Z drug,All manners,Female,1,0.2,,,,,
2011,Central,All,,,Antidepressant,All manners,Total,8,1.9,,,,,
2011,Eastern,All,,,Antidepressant,All manners,Total,7,4.2,,,,,
2011,Northern,All,,,Antidepressant,All manners,Total,3,2,,,,,
2011,Western,All,,,Antidepressant,All manners,Total,2,1,,,,,
2011,Nova Scotia,All,,,Antidepressant,All manners,Total,20,2.1,,,,,
2011,Nova Scotia,All,,,Antidepressant,Accident,Total,7,0.7,,,,,
2011,Nova Scotia,All,,,Antidepressant,Suicide,Total,13,1.4,,,,,
2011,Nova Scotia,Q1,,,Antidepressant,All manners,Total,5,2.1,,,,,
2011,Nova Scotia,Q2,,,Antidepressant,All manners,Total,6,2.5,,,,,
2011,Nova Scotia,Q3,,,Antidepressant,All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q4,,,Antidepressant,All manners,Total,7,3,,,,,
2011,Nova Scotia,All,,,Antidepressant,All manners,Male,5,1.1,,,,,
2011,Nova Scotia,All,,,Antidepressant,All manners,Female,15,3.1,,,,,
2011,Central,All,,,Cocaine,All manners,Total,9,2.1,,,,,
2011,Eastern,All,,,Cocaine,All manners,Total,3,1.8,,,,,
2011,Northern,All,,,Cocaine,All manners,Total,1,0.7,,,,,
2011,Western,All,,,Cocaine,All manners,Total,2,1,,,,,
2011,Nova Scotia,All,,,Cocaine,All manners,Total,15,1.6,,,,,
2011,Nova Scotia,All,,,Cocaine,Accident,Total,15,1.6,,,,,
2011,Nova Scotia,All,,,Cocaine,Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Cocaine,All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q2,,,Cocaine,All manners,Total,3,1.3,,,,,
2011,Nova Scotia,Q3,,,Cocaine,All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q4,,,Cocaine,All manners,Total,8,3.4,,,,,
2011,Nova Scotia,All,,,Cocaine,All manners,Male,12,2.6,,,,,
2011,Nova Scotia,All,,,Cocaine,All manners,Female,3,0.6,,,,,
2011,Central,All,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Eastern,All,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Northern,All,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Western,All,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Methamphetamine,Accident,Total,0,0,,,,,
2011,Nova Scotia,All,,,Methamphetamine,Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q3,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q4,,,Methamphetamine,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Methamphetamine,All manners,Male,0,0,,,,,
2011,Nova Scotia,All,,,Methamphetamine,All manners,Female,0,0,,,,,
2011,Central,All,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Eastern,All,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Northern,All,,,Stimulant - other,All manners,Total,1,0.7,,,,,
2011,Western,All,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Stimulant - other,All manners,Total,1,0.1,,,,,
2011,Nova Scotia,All,,,Stimulant - other,Accident,Total,0,0,,,,,
2011,Nova Scotia,All,,,Stimulant - other,Suicide,Total,1,0.1,,,,,
2011,Nova Scotia,Q1,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Stimulant - other,All manners,Total,1,0.4,,,,,
2011,Nova Scotia,Q3,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q4,,,Stimulant - other,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Stimulant - other,All manners,Male,0,0,,,,,
2011,Nova Scotia,All,,,Stimulant - other,All manners,Female,1,0.2,,,,,
2011,Central,All,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Eastern,All,,,Gabapentinoid,All manners,Total,1,0.6,,,,,
2011,Northern,All,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Western,All,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Gabapentinoid,All manners,Total,1,0.1,,,,,
2011,Nova Scotia,All,,,Gabapentinoid,Accident,Total,0,0,,,,,
2011,Nova Scotia,All,,,Gabapentinoid,Suicide,Total,1,0.1,,,,,
2011,Nova Scotia,Q1,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q2,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Nova Scotia,Q3,,,Gabapentinoid,All manners,Total,1,0.4,,,,,
2011,Nova Scotia,Q4,,,Gabapentinoid,All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Gabapentinoid,All manners,Male,1,0.2,,,,,
2011,Nova Scotia,All,,,Gabapentinoid,All manners,Female,0,0,,,,,
2011,Central,All,,,Ethanol,All manners,Total,11,2.6,,,,,
2011,Eastern,All,,,Ethanol,All manners,Total,10,6,,,,,
2011,Northern,All,,,Ethanol,All manners,Total,3,2,,,,,
2011,Western,All,,,Ethanol,All manners,Total,5,2.5,,,,,
2011,Nova Scotia,All,,,Ethanol,All manners,Total,29,3.1,,,,,
2011,Nova Scotia,All,,,Ethanol,Accident,Total,24,2.5,,,,,
2011,Nova Scotia,All,,,Ethanol,Suicide,Total,5,0.5,,,,,
2011,Nova Scotia,Q1,,,Ethanol,All manners,Total,7,3,,,,,
2011,Nova Scotia,Q2,,,Ethanol,All manners,Total,11,4.7,,,,,
2011,Nova Scotia,Q3,,,Ethanol,All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q4,,,Ethanol,All manners,Total,9,3.8,,,,,
2011,Nova Scotia,All,,,Ethanol,All manners,Male,21,4.5,,,,,
2011,Nova Scotia,All,,,Ethanol,All manners,Female,8,1.7,,,,,
2011,Central,All,,,Total - all substances,All manners,Total,40,9.4,,,,,
2011,Eastern,All,,,Total - all substances,All manners,Total,31,18.6,,,,,
2011,Northern,All,,,Total - all substances,All manners,Total,15,9.8,,,,,
2011,Western,All,,,Total - all substances,All manners,Total,11,5.5,,,,,
2011,Nova Scotia,All,,,Total - all substances,All manners,Total,101,10.7,,,,,
2011,Nova Scotia,All,,,Total - all substances,Accident,Total,73,7.7,,,,,
2011,Nova Scotia,All,,,Total - all substances,Suicide,Total,26,2.8,,,,,
2011,Nova Scotia,Q1,,,Total - all substances,All manners,Total,22,9.3,,,,,
2011,Nova Scotia,Q2,,,Total - all substances,All manners,Total,34,14.4,,,,,
2011,Nova Scotia,Q3,,,Total - all substances,All manners,Total,16,6.8,,,,,
2011,Nova Scotia,Q4,,,Total - all substances,All manners,Total,29,12.3,,,,,
2011,Nova Scotia,All,,,Total - all substances,All manners,Male,64,13.8,,,,,
2011,Nova Scotia,All,,,Total - all substances,All manners,Female,37,7.7,,,,,
2011,Central,All,,,Nonpharmaceutical drug (any),All manners,Total,9,2.1,,,,,
2011,Eastern,All,,,Nonpharmaceutical drug (any),All manners,Total,3,1.8,,,,,
2011,Northern,All,,,Nonpharmaceutical drug (any),All manners,Total,1,0.7,,,,,
2011,Western,All,,,Nonpharmaceutical drug (any),All manners,Total,0,0,,,,,
2011,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Total,15,1.6,,,,,
2011,Nova Scotia,All,,,Nonpharmaceutical drug (any),Accident,Total,15,1.6,,,,,
2011,Nova Scotia,All,,,Nonpharmaceutical drug (any),Suicide,Total,0,0,,,,,
2011,Nova Scotia,Q1,,,Nonpharmaceutical drug (any),All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q2,,,Nonpharmaceutical drug (any),All manners,Total,3,1.3,,,,,
2011,Nova Scotia,Q3,,,Nonpharmaceutical drug (any),All manners,Total,2,0.8,,,,,
2011,Nova Scotia,Q4,,,Nonpharmaceutical drug (any),All manners,Total,8,3.4,,,,,
2011,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Male,12,2.6,,,,,
2011,Nova Scotia,All,,,Nonpharmaceutical drug (any),All manners,Female,3,0.6,,,,,
2012,Central,All,,,Opioid - total,All manners,Total,28,6.6,,,,,
2012,Eastern,All,,,Opioid - total,All manners,Total,13,7.9,,,,,
2012,Northern,All,,,Opioid - total,All manners,Total,9,5.9,,,,,
2012,Western,All,,,Opioid - total,All manners,Total,17,8.5,,,,,
2012,Nova Scotia,All,,,Opioid - total,All manners,Total,67,7.1,,,,,
2012,Nova Scotia,All,,,Opioid - total,Accident,Total,52,5.5,,,,,
2012,Nova Scotia,All,,,Opioid - total,Suicide,Total,14,1.5,,,,,
2012,Nova Scotia,Q1,,,Opioid - total,All manners,Total,19,8.1,,,,,
2012,Nova Scotia,Q2,,,Opioid - total,All manners,Total,16,6.8,,,,,
2012,Nova Scotia,Q3,,,Opioid - total,All manners,Total,14,5.9,,,,,
2012,Nova Scotia,Q4,,,Opioid - total,All manners,Total,18,7.6,,,,,
2012,Nova Scotia,All,,,Opioid - total,All manners,Male,39,8.4,,,,,
2012,Nova Scotia,All,,,Opioid - total,All manners,Female,28,5.8,,,,,
2012,Central,All,,,Opioid - pharmaceutical,All manners,Total,27,6.3,,,,,
2012,Eastern,All,,,Opioid - pharmaceutical,All manners,Total,13,7.9,,,,,
2012,Northern,All,,,Opioid - pharmaceutical,All manners,Total,9,5.9,,,,,
2012,Western,All,,,Opioid - pharmaceutical,All manners,Total,17,8.5,,,,,
2012,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Total,66,7,,,,,
2012,Nova Scotia,All,,,Opioid - pharmaceutical,Accident,Total,51,5.4,,,,,
2012,Nova Scotia,All,,,Opioid - pharmaceutical,Suicide,Total,14,1.5,,,,,
2012,Nova Scotia,Q1,,,Opioid - pharmaceutical,All manners,Total,19,8.1,,,,,
2012,Nova Scotia,Q2,,,Opioid - pharmaceutical,All manners,Total,16,6.8,,,,,
2012,Nova Scotia,Q3,,,Opioid - pharmaceutical,All manners,Total,13,5.5,,,,,
2012,Nova Scotia,Q4,,,Opioid - pharmaceutical,All manners,Total,18,7.6,,,,,
2012,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Male,38,8.2,,,,,
2012,Nova Scotia,All,,,Opioid - pharmaceutical,All manners,Female,28,5.8,,,,,
2012,Central,All,,,Opioid - nonpharmaceutical,All manners,Total,1,0.2,,,,,
2012,Eastern,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Northern,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Western,All,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Total,1,0.1,,,,,
2012,Nova Scotia,All,,,Opioid - nonpharmaceutical,Accident,Total,1,0.1,,,,,
2012,Nova Scotia,All,,,Opioid - nonpharmaceutical,Suicide,Total,0,0,,,,,
2012,Nova Scotia,Q1,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q2,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q3,,,Opioid - nonpharmaceutical,All manners,Total,1,0.4,,,,,
2012,Nova Scotia,Q4,,,Opioid - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Male,1,0.2,,,,,
2012,Nova Scotia,All,,,Opioid - nonpharmaceutical,All manners,Female,0,0,,,,,
2012,Central,All,,,Benzodiazepine - pharmaceutical,All manners,Total,12,2.8,,,,,
2012,Eastern,All,,,Benzodiazepine - pharmaceutical,All manners,Total,12,7.3,,,,,
2012,Northern,All,,,Benzodiazepine - pharmaceutical,All manners,Total,3,2,,,,,
2012,Western,All,,,Benzodiazepine - pharmaceutical,All manners,Total,6,3,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Total,33,3.5,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,Accident,Total,23,2.4,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,Suicide,Total,10,1.1,,,,,
2012,Nova Scotia,Q1,,,Benzodiazepine - pharmaceutical,All manners,Total,7,3,,,,,
2012,Nova Scotia,Q2,,,Benzodiazepine - pharmaceutical,All manners,Total,10,4.2,,,,,
2012,Nova Scotia,Q3,,,Benzodiazepine - pharmaceutical,All manners,Total,10,4.2,,,,,
2012,Nova Scotia,Q4,,,Benzodiazepine - pharmaceutical,All manners,Total,6,2.5,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Male,15,3.2,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - pharmaceutical,All manners,Female,18,3.7,,,,,
2012,Central,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Eastern,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Northern,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Western,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,Accident,Total,0,0,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,Suicide,Total,0,0,,,,,
2012,Nova Scotia,Q1,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q2,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q3,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q4,,,Benzodiazepine - nonpharmaceutical,All manners,Total,0,0,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Male,0,0,,,,,
2012,Nova Scotia,All,,,Benzodiazepine - nonpharmaceutical,All manners,Female,0,0,,,,,
2012,Central,All,,,Z drug,All manners,Total,0,0,,,,,
2012,Eastern,All,,,Z drug,All manners,Total,2,1.2,,,,,
2012,Northern,All,,,Z drug,All manners,Total,0,0,,,,,
2012,Western,All,,,Z drug,All manners,Total,1,0.5,,,,,
2012,Nova Scotia,All,,,Z drug,All manners,Total,3,0.3,,,,,
2012,Nova Scotia,All,,,Z drug,Accident,Total,1,0.1,,,,,
2012,Nova Scotia,All,,,Z drug,Suicide,Total,2,0.2,,,,,
2012,Nova Scotia,Q1,,,Z drug,All manners,Total,1,0.4,,,,,
2012,Nova Scotia,Q2,,,Z drug,All manners,Total,0,0,,,,,
2012,Nova Scotia,Q3,,,Z drug,All manners,Total,1,0.4,,,,,
2012,Nova Scotia,Q4,,,Z drug,All manners,Total,1,0.4,,,,,
2012,Nova Scotia,All,,,Z drug,All manners,Male,2,0.4,,,,,
2012,Nova Scotia,All,,,Z drug,All manners,Female,1,0.2,,,,,
2012,Central,All,,,Antidepressant,All manners,Total,17,4,,,,,
2012,Eastern,All,,,Antidepressant,All manners,Total,8,4.8,,,,,
2012,Northern,All,,,Antidepressant,All manners,Total,8,5.3,,,,,
2012,Western,All,,,Antidepressant,All manners,Total,4,2,,,,,
2012,Nova Scotia,All,,,Antidepressant,All manners,Total,37,3.9,,,,,
2012,Nova Scotia,All,,,Antidepressant,Accident,Total,18,1.9,,,,,
2012,Nova Scotia,All,,,Antidepressant,Suicide,Total,19,2,,,,,
2012,Nova Scotia,Q1,,,Antidepressant,All manners,Total,8,3.4,,,,,
2012,Nova Scotia,Q2,,,Antidepressant,All manners,Total,9,3.8,,,,,
2012,Nova Scotia,Q3,,,Antidepressant,All manners,Total,9,3.8,,,,,
2012,Nova Scotia,Q4,,,Antidepressant,All manners,Total,11,4.7,,,,,
2012,Nova Scotia,All,,,Antidepressant,All manners,Male,13,2.8,,,,,
2012,Nova Scotia,All,,,Antidepressant,All manners,Female,24,5,,,,,
2012,Central,All,,,Cocaine,All manners,Total,8,1.9,,,,,
2012,Eastern,All,,,Cocaine,All manners,Total,0,0,,,,,
2012,Northern,All,,,Cocaine,All manners,Total,0,0,,,,,
2012,Western,All,,,Cocaine,All manners,Total,1,0.5,,,,,
2012,Nova Scotia,All,,,Cocaine,All manners,Total,10,1.1,,,,,
2012,Nova Scotia,All,,,Cocaine,Accident,Total,9,1,,,,,
2012,Nova Scotia,All,,,Cocaine,Suicide,Total,1,0.1,,,,,
2012,Nova Scotia,Q1,,,Cocaine,All manners,Total,3,1.3,,,,,
2012,Nova Scotia,Q2,,,Cocaine,All manners,Total,3,1.3,,,,,
2012,Nova Scotia,Q3,,,Cocaine,All manners,Total,2,0.8,,,,,
2012,Nova Scotia,Q4,,,Cocaine,All manners,Total,2,0.8,,,,,
